exporter,product,periodX,periodY,intercept,intercept_p_value,beta,beta_p_value,gamma,r_squared
FI,7,201802,201803,0.001524963,0.956999587,1.005719623,0.002004866,0.005719623,0.672110909
FI,7,201803,201804,0.017793852,0.358386397,0.828117352,0.000259629,-0.171882648,0.867591012
FI,7,201804,201805,0.017854359,0.709102319,0.791904945,0.046839253,-0.208095055,0.453275575
FI,7,201805,201806,-0.00568646,0.791095474,1.177735659,0.000453391,0.177735659,0.965431252
FI,7,201806,201807,0.010579711,0.65258468,0.875888575,0.000583955,-0.124111425,0.922511908
FI,7,201807,201808,-0.007394113,0.865242284,0.620761192,0.04104695,-0.379238808,0.599324535
FI,7,201808,201809,0.013558987,0.493051308,0.888937651,0.000130936,-0.111062349,0.925883035
FI,7,201809,201810,0.013141489,0.72021533,0.856889544,0.005390857,-0.143110456,0.692477555
FI,7,201810,201811,0.014265638,0.311747713,0.808367476,1.11657E-05,-0.191632524,0.920714908
FI,7,201811,201812,0.031628775,0.203565077,0.581356925,0.009670142,-0.418643075,0.504211205
FI,7,201812,201901,0.007383353,0.528482404,0.869145967,5.48667E-06,-0.130854033,0.883799512
FI,7,201901,201902,0.022045808,0.182142781,0.617701313,0.001949324,-0.382298687,0.564490217
FI,7,201902,201903,0.029614355,0.124785739,0.568573302,0.015741975,-0.431426698,0.3969101
FI,7,201903,201904,-0.008183249,0.626545439,1.077188234,0.000109237,0.077188234,0.75740606
FI,7,201904,201905,0.002181593,0.92091755,0.990660395,0.001106813,-0.009339605,0.635128754
FI,7,201905,201906,0.00837188,0.729536176,1.02797387,0.000834691,0.02797387,0.816358466
FI,7,201906,201907,-0.008858287,0.816986444,0.913950422,0.009524521,-0.086049578,0.641048652
FI,7,201907,201908,0.076596719,0.253386535,0.480324654,0.395039181,-0.519675346,0.122662506
FI,7,201908,201909,-0.02325342,0.590164605,1.15202195,0.003159261,0.15202195,0.789922729
FI,7,201909,201910,0.009537605,0.288721016,0.919577172,1.70424E-07,-0.080422828,0.983460972
FI,7,201910,201911,0.011251864,0.438261462,0.700706762,2.17738E-05,-0.299293238,0.877156478
FI,7,201911,201912,0.054427055,0.153875675,0.414980856,0.129706567,-0.585019144,0.26284175
FI,7,201912,202001,0.019300084,0.603394174,0.966597121,0.013168775,-0.033402879,0.608336097
FI,7,202001,202002,-0.015155247,0.625706208,1.094537199,0.000887525,0.094537199,0.767421797
FI,7,202002,202003,0.024652625,0.187653013,0.612398448,0.000456628,-0.387601552,0.761424978
FI,7,202003,202004,0.005232609,0.774322982,0.91929891,0.000125494,-0.08070109,0.751356519
FI,7,202004,202005,0.048648425,0.116388826,0.412288803,0.118832115,-0.587711197,0.225418358
FI,7,202005,202006,0.052702015,0.263018348,0.419364418,0.269998672,-0.580635582,0.14933243
FI,7,202006,202007,0.043651662,0.421647644,0.502682182,0.247415653,-0.497317818,0.162901027
FI,7,202007,202008,0.073079747,0.327082258,0.25494844,0.636059338,-0.74505156,0.033760394
FI,7,202008,202009,0.013089809,0.527249446,0.897187722,0.000118166,-0.102812278,0.928351888
FI,7,202009,202010,0.02550749,0.574849705,0.699421777,0.02432304,-0.300578223,0.598381808
FI,7,202010,202011,0.001847262,0.956493345,0.96786831,0.002262423,-0.03213169,0.811442982
FI,7,202011,202012,0.009128231,0.580783411,0.882382447,3.45621E-05,-0.117617553,0.925055227
FI,8,200801,200802,-0.007723478,0.57186111,1.066215411,4.83934E-06,0.066215411,0.95710353
FI,8,200802,200803,0.023126796,0.166522746,0.821316792,7.75218E-05,-0.178683208,0.937667116
FI,8,200803,200804,0.028433123,0.448941571,0.720948884,0.017712402,-0.279051116,0.636146704
FI,8,200804,200805,-0.018004702,0.501185221,1.216333684,0.000613109,0.216333684,0.921005238
FI,8,200805,200806,0.043377949,0.388767956,0.689748322,0.041917192,-0.310251678,0.596217285
FI,8,200806,200807,0.102441839,0.195924643,0.120688525,0.770885057,-0.879311475,0.018555933
FI,8,200807,200808,0.11988026,0.364231081,0.167629534,0.822012461,-0.832370466,0.014214182
FI,8,200808,200809,0.003699158,0.761980382,0.704838187,6.78707E-05,-0.295161813,0.967020255
FI,8,200809,200810,0.021136937,0.565942413,0.811006928,0.023226365,-0.188993072,0.452975258
FI,8,200810,200811,-0.021368852,0.563948092,1.228031661,0.001087637,0.228031661,0.802299675
FI,8,200811,200812,0.070292256,0.105822597,0.404303932,0.068361147,-0.595696068,0.450584273
FI,8,200812,200901,-0.010021106,0.470669324,1.046103995,1.7628E-05,0.046103995,0.961833788
FI,8,200901,200902,0.075796969,0.308525531,0.323640154,0.489796765,-0.676359846,0.082695885
FI,8,200902,200903,0.074134357,0.316194752,0.189792384,0.651344953,-0.810207616,0.03629355
FI,8,200903,200904,0.024080906,0.770662348,0.849740747,0.121197179,-0.150259253,0.410241257
FI,8,200904,200905,0.067128475,0.06424299,0.521662986,0.011531691,-0.478337014,0.751584618
FI,8,200905,200906,-0.013087309,0.823075341,1.070349448,0.02392089,0.070349448,0.672298145
FI,8,200906,200907,-0.004797653,0.923146202,1.036524855,0.011260284,0.036524855,0.831852302
FI,8,200907,200908,0.067979223,0.602376485,0.41046801,0.503694353,-0.58953199,0.118679375
FI,8,200908,200909,0.069126396,0.292100429,0.286655161,0.373845848,-0.713344839,0.133294288
FI,8,200909,200910,0.008358345,0.731214017,0.734588888,0.001392009,-0.265411112,0.788259165
FI,8,200910,200911,0.004581051,0.795334058,0.990167453,4.30072E-05,-0.009832547,0.889306671
FI,8,200911,200912,-0.014217159,0.633907367,0.839677322,0.003106841,-0.160322678,0.791055276
FI,8,200912,201001,0.051567217,0.181824313,0.468291788,0.085232934,-0.531708212,0.325135134
FI,8,201001,201002,0.001031174,0.952254274,1.081019049,7.25276E-05,0.081019049,0.939024604
FI,8,201002,201003,0.022330207,0.419577388,0.7605241,0.0029699,-0.2394759,0.688654274
FI,8,201003,201004,0.008926046,0.846378149,0.902665575,0.019433097,-0.097334425,0.625453609
FI,8,201004,201005,0.049049749,0.22418172,0.557575837,0.044736104,-0.442424163,0.515979582
FI,8,201005,201006,0.016669799,0.79994465,0.837638631,0.101111746,-0.162361369,0.384301027
FI,8,201006,201007,-0.024753856,0.42664961,1.131597826,0.000605842,0.131597826,0.877309003
FI,8,201007,201008,0.010480081,0.677893559,1.012143055,0.000851926,0.012143055,0.952717865
FI,8,201008,201009,0.049887394,0.471033938,0.142316383,0.6116769,-0.857683617,0.096117978
FI,8,201009,201010,0.082011387,0.251412317,0.164987691,0.670513305,-0.835012309,0.03223737
FI,8,201010,201011,0.015495409,0.485327095,0.82181647,0.00046681,-0.17818353,0.760284318
FI,8,201011,201012,0.002473015,0.890861589,0.967553667,5.30643E-05,-0.032446333,0.883412162
FI,8,201012,201101,-0.034157765,0.21325891,1.266075515,0.000123523,0.266075515,0.892579666
FI,8,201101,201102,0.049840893,0.101941064,0.491707947,0.015100799,-0.508292053,0.542614982
FI,8,201102,201103,0.018498419,0.534232789,0.826877163,0.004535831,-0.173122837,0.706662821
FI,8,201103,201104,0.034977664,0.320360633,0.757134348,0.015157152,-0.242865652,0.653490188
FI,8,201104,201105,0.02367013,0.517669516,0.303797084,0.23808981,-0.696202916,0.222424056
FI,8,201105,201106,0.043753307,0.295985029,0.541327921,0.093285921,-0.458672079,0.312004937
FI,8,201106,201107,0.023389938,0.746783127,1.059685582,0.071964424,0.059685582,0.508684612
FI,8,201107,201108,0.131149196,0.130477437,-0.003589855,0.991137244,-1.003589855,3.49112E-05
FI,8,201108,201109,0.066561142,0.306714751,0.276986179,0.50302939,-0.723013821,0.077966604
FI,8,201109,201110,-0.001078612,0.960497417,1.058738426,0.000168127,0.058738426,0.772117098
FI,8,201110,201111,0.014464425,0.696667959,0.910721069,0.005847397,-0.089278931,0.685579129
FI,8,201111,201112,0.016143375,0.076175893,0.84505436,1.54354E-07,-0.15494564,0.972665313
FI,8,201112,201201,0.072510678,0.194842314,0.276783138,0.433631289,-0.723216862,0.089707321
FI,8,201201,201202,0.029556278,0.340123262,0.721044038,0.007673549,-0.278955962,0.661449919
FI,8,201202,201203,0.046929313,0.306852615,0.48511218,0.153537466,-0.51488782,0.267886816
FI,8,201203,201204,0.053454938,0.166437902,0.427854568,0.161262914,-0.572145432,0.229486598
FI,8,201204,201205,0.020199473,0.66573213,0.755543999,0.067561385,-0.244456001,0.40004879
FI,8,201205,201206,0.0553153,0.156281109,0.400410605,0.166749635,-0.599589395,0.25378752
FI,8,201206,201207,0.019191293,0.639375544,0.703561624,0.100680612,-0.296438376,0.385054355
FI,8,201207,201208,0.093313724,0.209004542,0.036276184,0.941283797,-0.963723816,0.000831875
FI,8,201208,201209,0.011781061,0.768569778,0.833838418,0.010691767,-0.166161582,0.62967444
FI,8,201209,201210,0.029157094,0.326285762,0.651380623,0.007011635,-0.348619377,0.617941919
FI,8,201210,201211,0.020011276,0.426606735,0.741759563,0.003407032,-0.258240437,0.592607006
FI,8,201211,201212,0.038910937,0.043385133,0.519382649,0.003723145,-0.480617351,0.585687711
FI,8,201212,201301,-0.001053017,0.975702131,1.119493274,0.008011964,0.119493274,0.605714887
FI,8,201301,201302,0.00448673,0.875003612,0.967282537,0.002076596,-0.032717463,0.81661342
FI,8,201302,201303,-0.008212866,0.86596332,1.031033281,0.016328826,0.031033281,0.585147062
FI,8,201303,201304,0.022465011,0.37474779,0.773008026,0.000953085,-0.226991974,0.809439366
FI,8,201304,201305,0.049251926,0.224503289,0.607033011,0.036082391,-0.392966989,0.546580216
FI,8,201305,201306,-0.009406018,0.765993858,0.978849538,0.0027139,-0.021150462,0.799994803
FI,8,201306,201307,0.025437383,0.741030636,0.740586747,0.166166764,-0.259413253,0.344199086
FI,8,201307,201308,-0.014948976,0.735885165,1.113692807,0.004928928,0.113692807,0.821043045
FI,8,201308,201309,0.027245313,0.129271527,0.746903018,4.14533E-05,-0.253096982,0.890308251
FI,8,201309,201310,0.056748802,0.121455873,0.329154662,0.170190428,-0.670845338,0.221153757
FI,8,201310,201311,0.039812953,0.607138051,0.684791894,0.259182679,-0.315208106,0.205582904
FI,8,201311,201312,0.111403925,0.255678767,0.004038698,0.995111598,-0.995961302,8.29163E-06
FI,8,201312,201401,0.028138702,0.278768728,0.432861737,0.018663174,-0.567138263,0.51961074
FI,8,201401,201402,0.001840553,0.958045142,1.15327204,0.004206577,0.15327204,0.616248557
FI,8,201402,201403,0.04934794,0.22140441,0.436078752,0.094961747,-0.563921248,0.309397252
FI,8,201403,201404,-0.032391522,0.538243747,1.202421309,0.009605199,0.202421309,0.640229739
FI,8,201404,201405,0.073366023,0.084742782,0.309847588,0.161668933,-0.690152412,0.259085402
FI,8,201405,201406,0.040449204,0.300200149,0.65273801,0.03390716,-0.34726199,0.555115864
FI,8,201406,201407,0.002418705,0.910381318,0.850881755,0.001235854,-0.149118245,0.845104342
FI,8,201407,201408,0.024397696,0.777406736,0.571884116,0.383167993,-0.428115884,0.110036953
FI,8,201408,201409,0.005347894,0.559518043,0.961260667,8.09443E-08,-0.038739333,0.976729201
FI,8,201409,201410,0.039473425,0.027647151,0.609346949,0.00013159,-0.390653051,0.854176292
FI,8,201410,201411,-0.004294962,0.639024601,1.162493813,1.78183E-07,0.162493813,0.97166934
FI,8,201411,201412,0.021649058,0.425477218,0.745705369,0.003075434,-0.254294631,0.686036932
FI,8,201412,201501,-0.031529385,0.398228719,1.281991167,0.00123639,0.281991167,0.795121638
FI,8,201501,201502,0.052101863,0.370414452,0.600825563,0.072526975,-0.399174437,0.507315853
FI,8,201502,201503,0.008743944,0.57092348,0.928228251,3.50534E-05,-0.071771749,0.952066594
FI,8,201503,201504,-0.003348328,0.931421939,0.952022229,0.005840469,-0.047977771,0.808866649
FI,8,201504,201505,-0.029576797,0.536902183,1.195519556,0.004345941,0.195519556,0.767174556
FI,8,201505,201506,0.070480735,0.153138387,0.409079997,0.104584739,-0.590920003,0.378324908
FI,8,201506,201507,-0.001662589,0.931889291,1.034155242,0.000207748,0.034155242,0.948547973
FI,8,201507,201508,-0.038715911,0.783914846,1.094715446,0.184528103,0.094715446,0.390682727
FI,8,201508,201509,0.007169915,0.581820362,0.938843888,1.0693E-06,-0.061156112,0.97208567
FI,8,201509,201510,0.035650739,0.051200513,0.526427736,0.000232292,-0.473572264,0.722699748
FI,8,201510,201511,0.007917869,0.636709151,0.930426892,4.55139E-05,-0.069573108,0.855606359
FI,8,201511,201512,0.000815305,0.980578377,0.902832428,0.005274676,-0.097167572,0.694302103
FI,8,201512,201601,0.046073905,0.310527921,0.487387616,0.153041302,-0.512612384,0.237552431
FI,8,201601,201602,0.033009057,0.481554524,0.607230333,0.087059771,-0.392769667,0.361014895
FI,8,201602,201603,0.014622575,0.464802423,0.803841483,0.000406017,-0.196158517,0.729407488
FI,8,201603,201604,0.000420603,0.98328852,0.988013881,0.000126112,-0.011986119,0.784575614
FI,8,201604,201605,0.045773966,0.467509195,0.434382085,0.317260593,-0.565617915,0.142111594
FI,8,201605,201606,0.027782577,0.492214384,0.849843225,0.010692679,-0.150156775,0.758672775
FI,8,201606,201607,-0.008915096,0.81638961,1.09682335,0.003011987,0.09682335,0.852284628
FI,8,201607,201608,0.081654719,0.371314469,0.265359425,0.551987018,-0.734640575,0.075119104
FI,8,201608,201609,-0.0037966,0.675634749,1.0009285,2.21534E-07,0.0009285,0.982176496
FI,8,201609,201610,0.04385669,0.342837927,0.372194473,0.241712955,-0.627805527,0.134097134
FI,8,201610,201611,0.016456506,0.075444117,0.827407706,7.5838E-08,-0.172592294,0.964776387
FI,8,201611,201612,0.002439065,0.889079314,1.004781329,1.84599E-05,0.004781329,0.88152943
FI,8,201612,201701,0.01598627,0.24993993,0.830678879,8.977E-06,-0.169321121,0.924890082
FI,8,201701,201702,-0.007846465,0.806909759,1.045996075,0.001527176,0.045996075,0.782740673
FI,8,201702,201703,-0.002313918,0.884336451,1.015887055,7.56458E-06,0.015887055,0.928012774
FI,8,201703,201704,0.022320154,0.370868859,0.747708537,0.000978622,-0.252291463,0.718797772
FI,8,201704,201705,0.00646136,0.838475858,0.888925094,0.002724832,-0.111074906,0.695021878
FI,8,201705,201706,-0.016103631,0.592154571,1.148737677,0.000477327,0.148737677,0.886537175
FI,8,201706,201707,0.004939057,0.823999235,0.732161141,0.003090223,-0.267838859,0.962716669
FI,8,201707,201708,0.063428073,0.070481608,0.348598189,0.10067987,-0.651401811,0.385055653
FI,8,201708,201709,-0.026632583,0.300238256,1.489613935,0.000253025,0.489613935,0.828786508
FI,8,201709,201710,0.014347028,0.592633077,0.829965603,0.002594168,-0.170034397,0.613202125
FI,8,201710,201711,0.023766153,0.460960241,0.64390914,0.019094536,-0.35609086,0.474345763
FI,8,201711,201712,-0.000963749,0.975432473,1.033830778,0.001879064,0.033830778,0.769886238
FI,8,201712,201801,-0.025572152,0.677968024,1.152266499,0.017764754,0.152266499,0.790507251
FI,8,201801,201802,0.039236069,0.466646399,0.664906578,0.042273446,-0.335093422,0.59495785
FI,8,201802,201803,0.006321575,0.850912372,0.919371414,0.002366012,-0.080628586,0.754743438
FI,8,201803,201804,0.03208638,0.387363572,0.727933118,0.009042889,-0.272066882,0.705678934
FI,8,201804,201805,-0.014266057,0.60035084,1.095590746,0.000614302,0.095590746,0.920944535
FI,8,201805,201806,0.012390216,0.804478257,0.8529482,0.020367751,-0.1470518,0.776324643
FI,8,201806,201807,0.087165348,0.200643791,0.427859517,0.213255332,-0.572140483,0.353493772
FI,8,201807,201808,0.048999354,0.526808335,0.559182843,0.290331745,-0.440817157,0.183037552
FI,8,201808,201809,0.045167818,0.240305706,0.596277064,0.019810384,-0.403722936,0.694779954
FI,8,201809,201810,0.027075265,0.850905985,0.783390223,0.377779657,-0.216609777,0.197124597
FI,8,201810,201811,0.004966208,0.750110824,0.967507389,3.43081E-05,-0.032492611,0.974867732
FI,8,201811,201812,-0.009085979,0.567407062,1.072756259,1.69283E-06,0.072756259,0.950370844
FI,8,201812,201901,0.03162597,0.162977434,0.673163833,0.000270204,-0.326836167,0.826008397
FI,8,201901,201902,0.007492086,0.785342477,0.985353474,0.000707206,-0.014646526,0.870931092
FI,8,201902,201903,0.018501013,0.581634746,0.802580954,0.003952684,-0.197419046,0.774176113
FI,8,201903,201904,-0.023987212,0.684655562,1.16602755,0.014618936,0.16602755,0.809250478
FI,8,201904,201905,0.01189571,0.933064479,0.99025306,0.2209813,-0.00974694,0.884272253
FI,8,201905,201906,0.052475319,0.54419755,0.74226999,0.100735942,-0.25773001,0.808675846
FI,8,201906,201907,-0.106238877,0.562209076,1.405333084,0.140653533,0.405333084,0.73847635
FI,8,201907,201908,0.046430478,0.585540223,0.825143323,0.066126294,-0.174856677,0.872120099
FI,8,201908,201909,0.116181872,0.245065162,0.205135694,0.535597395,-0.794864306,0.139596007
FI,8,201909,201910,0.037131934,0.314758037,0.500667445,0.099143244,-0.499332555,0.248355022
FI,8,201910,201911,0.008361439,0.52606803,0.870352941,4.25656E-06,-0.129647059,0.864191445
FI,8,201911,201912,-0.03222273,0.492630586,1.315972103,0.004377335,0.315972103,0.709506693
FI,8,201912,202001,0.037132655,0.405735968,0.730322748,0.012978165,-0.269677252,0.740100152
FI,8,202001,202002,0.004469602,0.856292609,0.967904246,0.000948815,-0.032095754,0.950123986
FI,8,202002,202003,-0.020472116,0.429709718,1.154415508,8.95654E-05,0.154415508,0.901895208
FI,8,202003,202004,0.060250552,0.17244181,0.598749516,0.023412642,-0.401250484,0.603103411
FI,8,202004,202005,0.004866982,0.862486577,0.924595305,0.001292775,-0.075404695,0.893982048
FI,8,202005,202006,0.086344361,0.345042568,0.601553058,0.200705679,-0.398446942,0.470989066
FI,8,202006,202007,0.002763883,0.980734275,0.727754269,0.228390535,-0.272245731,0.431564244
FI,8,202007,202008,-0.004123817,0.948201806,0.891762654,0.039883867,-0.108237346,0.692517266
FI,8,202008,202009,0.026960699,0.079905264,0.648228103,6.14234E-05,-0.351771897,0.781017665
FI,8,202009,202010,0.010702452,0.65513735,0.875853141,0.001468788,-0.124146859,0.653096914
FI,8,202010,202011,-0.013589406,0.377118058,1.115316563,4.53752E-06,0.115316563,0.912994015
FI,8,202011,202012,-3.69655E-05,0.998135015,1.019517016,1.11295E-05,0.019517016,0.920778664
PL,2,200801,200802,0.001911862,0.299482379,0.941713882,1.28599E-21,-0.058286118,0.96316798
PL,2,200802,200803,0.000104256,0.954571369,0.995864163,2.86201E-22,-0.004135837,0.962746226
PL,2,200803,200804,-0.003672698,0.310996594,1.105343025,1.54481E-15,0.105343025,0.900112869
PL,2,200804,200805,0.00081373,0.613692179,0.976045787,4.6899E-24,-0.023954213,0.9785124
PL,2,200805,200806,-0.005629206,0.109761156,1.160439518,1.5572E-17,0.160439518,0.927998875
PL,2,200806,200807,-0.003559721,0.03570877,1.09805227,1.11291E-26,0.09805227,0.986263269
PL,2,200807,200808,0.001289857,0.228889945,0.964118783,4.99815E-31,-0.035881217,0.993454482
PL,2,200808,200809,0.004327289,0.073584666,0.877192895,1.79596E-20,-0.122807105,0.960433605
PL,2,200809,200810,0.003282462,0.142797286,0.902726061,6.26645E-21,-0.097273939,0.958763038
PL,2,200810,200811,0.001537405,0.074907113,0.953213066,4.55144E-33,-0.046786934,0.993287542
PL,2,200811,200812,0.005567131,0.059205955,0.833204755,5.04576E-16,-0.166795245,0.907759744
PL,2,200812,200901,0.000667737,0.84791112,0.979470397,1.34525E-14,-0.020529603,0.892506539
PL,2,200901,200902,-0.004304679,0.0102581,1.124363631,1.13858E-25,0.124363631,0.981076538
PL,2,200902,200903,0.003174985,0.18000657,0.901941135,1.12053E-19,-0.098058865,0.943804292
PL,2,200903,200904,-0.000380682,0.898800938,1.008436174,1.82612E-17,0.008436174,0.920217226
PL,2,200904,200905,0.002176543,0.083126229,0.933447704,9.14506E-28,-0.066552296,0.984423036
PL,2,200905,200906,-0.000566606,0.701054097,1.016065378,1.44296E-25,0.016065378,0.980753788
PL,2,200906,200907,0.00313695,0.013604763,0.906727954,7.65305E-27,-0.093272046,0.98439379
PL,2,200907,200908,-0.000522024,0.680225257,1.015548064,2.10641E-27,0.015548064,0.983500918
PL,2,200908,200909,-0.003079668,0.301178207,1.09091289,3.60326E-18,0.09091289,0.928644562
PL,2,200909,200910,0.002197107,0.221379743,0.932405021,2.25505E-23,-0.067594979,0.968728232
PL,2,200910,200911,0.000777126,0.493893629,0.975959309,4.90154E-29,-0.024040691,0.987268543
PL,2,200911,200912,0.002230853,0.266509474,0.933352723,3.89037E-21,-0.066647277,0.960141631
PL,2,200912,201001,0.003894987,0.154628599,0.881998882,1.13763E-16,-0.118001118,0.917042041
PL,2,201001,201002,-0.001609636,0.509519578,1.046547438,3.44932E-19,0.046547438,0.945119714
PL,2,201002,201003,0.002055778,0.158528362,0.938429861,1.22922E-24,-0.061570139,0.977573897
PL,2,201003,201004,0.00033837,0.795569153,0.989065001,1.89518E-26,-0.010934999,0.980803506
PL,2,201004,201005,0.000406286,0.624319493,0.985486491,4.66751E-32,-0.014513509,0.992118936
PL,2,201005,201006,-3.73259E-05,0.967903055,1.000826543,9.67413E-31,0.000826543,0.990286988
PL,2,201006,201007,-3.68425E-05,0.972224982,1.000992232,3.81861E-29,0.000992232,0.987485788
PL,2,201007,201008,-0.000110306,0.917746193,1.003009545,4.13895E-29,0.003009545,0.987416102
PL,2,201008,201009,-0.003575597,0.015914368,1.105444598,1.67888E-26,0.105444598,0.983493517
PL,2,201009,201010,0.001153994,0.226784986,0.965546731,1.70954E-30,-0.034453269,0.991437154
PL,2,201010,201011,-0.001275322,0.267218193,1.037346877,7.35641E-29,0.037346877,0.988798439
PL,2,201011,201012,-0.001449774,0.245263855,1.041765143,2.90096E-28,0.041765143,0.987645527
PL,2,201012,201101,0.003672261,0.157088627,0.882497718,1.76381E-18,-0.117502282,0.925629681
PL,2,201101,201102,0.000935528,0.593405799,0.969492031,1.31727E-23,-0.030507969,0.966100503
PL,2,201102,201103,-0.001632949,0.148511328,1.050804734,2.59971E-30,0.050804734,0.987879732
PL,2,201103,201104,0.001607341,0.119561046,0.951135301,3.82263E-30,-0.048864699,0.989321864
PL,2,201104,201105,0.003519106,0.014507718,0.895692931,6.43347E-25,-0.104307069,0.978586676
PL,2,201105,201106,-0.003313505,0.071912207,1.097167441,2.16618E-23,0.097167441,0.972477827
PL,2,201106,201107,0.001183391,0.272511684,0.9645495,8.59543E-29,-0.0354505,0.988673248
PL,2,201107,201108,-0.003977958,0.042582459,1.116318441,1.75668E-23,0.116318441,0.972886303
PL,2,201108,201109,-0.001268126,0.282065943,1.036280958,2.58499E-29,0.036280958,0.989604463
PL,2,201109,201110,0.002189573,0.037992262,0.935963709,4.16551E-30,-0.064036291,0.990874901
PL,2,201110,201111,0.00279533,0.054262581,0.917153947,1.83335E-25,-0.082846053,0.980421999
PL,2,201111,201112,0.001292542,0.239028417,0.961409916,1.57217E-28,-0.038590084,0.988174244
PL,2,201112,201201,0.001267396,0.320651596,0.961774924,1.95848E-26,-0.038225076,0.983310999
PL,2,201201,201202,-0.00112017,0.536757652,1.032130707,8.2783E-23,0.032130707,0.96971478
PL,2,201202,201203,-0.000298839,0.787150373,1.008596723,2.75629E-29,0.008596723,0.987763895
PL,2,201203,201204,0.001294496,0.127376422,0.958995602,5.8649E-33,-0.041004398,0.991925357
PL,2,201204,201205,0.002088988,0.100702627,0.933625676,3.90267E-27,-0.066374324,0.980268061
PL,2,201205,201206,0.00184727,0.027291643,0.941306691,2.10712E-32,-0.058693309,0.9912069
PL,2,201206,201207,-0.004016343,0.062014259,1.125520458,4.68079E-22,0.125520458,0.957002667
PL,2,201207,201208,-0.000544663,0.62875692,1.016232421,3.41602E-29,0.016232421,0.987581535
PL,2,201208,201209,0.001949457,0.194391633,0.93996073,5.32962E-25,-0.06003927,0.975840658
PL,2,201209,201210,-0.000371752,0.674852256,1.011167578,6.65192E-32,0.011167578,0.991924057
PL,2,201210,201211,-0.000526662,0.522043305,1.015637628,4.9308E-33,0.015637628,0.993250386
PL,2,201211,201212,-0.000214363,0.787792369,1.006495491,1.93795E-33,0.006495491,0.993671304
PL,2,201212,201301,0.001734482,0.375290973,0.945798286,1.04271E-21,-0.054201714,0.959276642
PL,2,201301,201302,0.000728909,0.355227488,0.977610488,4.37411E-33,-0.022389512,0.99330591
PL,2,201302,201303,-0.000699956,0.438012896,1.021047798,9.2206E-32,0.021047798,0.991740175
PL,2,201303,201304,-0.00014754,0.841562936,1.004451429,3.31409E-34,0.004451429,0.994396888
PL,2,201304,201305,0.002128853,0.083360808,0.934482572,2.51855E-27,-0.065517428,0.983296434
PL,2,201305,201306,0.000530027,0.720115765,0.98314799,6.67303E-25,-0.01685201,0.975463502
PL,2,201306,201307,0.000422404,0.739540996,0.986551047,8.73309E-27,-0.013448953,0.981801716
PL,2,201307,201308,0.001015395,0.49975604,0.969172838,4.26452E-24,-0.030827162,0.975491795
PL,2,201308,201309,0.000377227,0.844485229,0.987700682,2.99016E-21,-0.012299318,0.960882904
PL,2,201309,201310,-0.00188556,0.116667701,1.057291654,1.78683E-28,0.057291654,0.986081169
PL,2,201310,201311,0.001368623,0.144615577,0.95784743,9.07743E-31,-0.04215257,0.990329527
PL,2,201311,201312,0.000588596,0.655545521,0.981358169,2.49994E-26,-0.018641831,0.980433563
PL,2,201312,201401,-0.001106103,0.636926771,1.032356252,6.90982E-20,0.032356252,0.945643605
PL,2,201401,201402,0.002354609,0.288467782,0.926640033,8.65839E-20,-0.073359967,0.944792935
PL,2,201402,201403,0.002984826,0.117871335,0.907327378,4.01468E-21,-0.092672622,0.955314762
PL,2,201403,201404,-0.00145999,0.410667744,1.039644249,6.20484E-23,0.039644249,0.966469866
PL,2,201404,201405,0.000369005,0.730903022,0.98750892,2.38459E-29,-0.01249108,0.985950802
PL,2,201405,201406,0.002267704,0.107413146,0.931388293,5.81667E-25,-0.068611707,0.975694633
PL,2,201406,201407,-0.002966571,0.069899965,1.090328402,1.02206E-24,0.090328402,0.974731979
PL,2,201407,201408,-0.001767397,0.136274847,1.049927828,7.69363E-29,0.049927828,0.986866642
PL,2,201408,201409,-0.000694344,0.466758065,1.022225291,1.17107E-32,0.022225291,0.990127236
PL,2,201409,201410,-6.54082E-05,0.908235311,1.011052244,7.99875E-39,0.011052244,0.996717741
PL,2,201410,201411,0.001477424,0.117013779,0.955564078,2.44177E-31,-0.044435922,0.99116653
PL,2,201411,201412,-0.000459711,0.67250175,1.013065507,3.87699E-29,0.013065507,0.989299194
PL,2,201412,201501,0.002697836,0.099301461,0.919727418,1.63946E-23,-0.080272582,0.973019593
PL,2,201501,201502,0.002054689,0.047027279,0.938732997,7.47078E-29,-0.061267003,0.988786093
PL,2,201502,201503,-0.00170327,0.175323855,1.050133703,3.21109E-27,0.050133703,0.985332042
PL,2,201503,201504,7.66792E-05,0.900387776,0.997453167,1.79855E-35,-0.002546833,0.99622324
PL,2,201504,201505,0.001071281,0.142797494,0.966801712,6.96856E-34,-0.033198288,0.994102258
PL,2,201505,201506,0.000491574,0.445062439,0.984326278,4.95414E-36,-0.015673722,0.994961763
PL,2,201506,201507,-0.000559587,0.551256361,1.017376422,1.92261E-31,0.017376422,0.989810885
PL,2,201507,201508,0.000495189,0.567633265,0.985814142,5.27646E-31,-0.014185858,0.99212662
PL,2,201508,201509,-0.00292172,0.015029225,1.086163731,8.77316E-29,0.086163731,0.988656684
PL,2,201509,201510,-0.001928812,0.010490666,1.056699019,8.28719E-35,0.056699019,0.99578784
PL,2,201510,201511,-0.000212701,0.809797253,1.005617934,5.27111E-32,0.005617934,0.99332089
PL,2,201511,201512,0.001878344,0.03989124,0.944827409,2.24735E-31,-0.055172591,0.992592163
PL,2,201512,201601,0.000874357,0.437554196,0.973780769,2.07948E-28,-0.026219231,0.987935736
